hour,time_days,Q_c_W,Q_e_kW,W_c1_kW,W_c2_kW,W_total_kW,m_dot_1_kg_s,m_dot_2_kg_s,COP
18,0.75,111895.01733103555,85.75436245016198,10.92764709772769,15.213007783145876,26.140654880873566,0.07942164124978235,0.1086627957932857,4.280497862083257
19,0.7916666666666666,115275.0,88.3447213936004,11.257735592138557,15.672543014261057,26.930278606399614,0.08182070938854318,0.11194514361629873,4.280497862083257
20,0.8333333333333334,119211.07318392686,91.36125827339949,11.642131785380418,16.207683125146964,27.849814910527382,0.08461448340818419,0.1157675186139908,4.280497862083257
21,0.875,123435.0,94.59840108626383,12.054639712128585,16.781959201607577,28.83659891373616,0.08761257222619671,0.11986943224704258,4.280497862083257
22,0.9166666666666666,127658.92681607313,97.8355438991282,12.467147638876753,17.356235278068187,29.82338291694494,0.09061066104420924,0.12397134588009434,4.280497862083257
23,0.9583333333333334,131595.0,100.85208077892729,12.851543832118614,17.8913753889541,30.74291922107271,0.09340443506385025,0.12779372087778643,4.280497862083257
24,1.0,141419.2242022284,108.35860479697041,13.818432043378047,19.24218736187991,33.06061940525796,0.10034743344249523,0.13731833955269668,4.277573340919834
25,1.0416666666666667,148360.7896373043,113.67738907043024,14.496710055298772,20.18669051157528,34.68340056687405,0.10527298921054923,0.1440586129831176,4.277573340919834
26,1.0833333333333333,152724.4400923065,117.02091664097857,14.923093438559857,20.78043001276809,35.703523451327946,0.10836932300865777,0.14829572599409274,4.277573340919833
27,1.125,154212.8,118.1613316301231,15.068524870223914,20.98294349965297,36.051468369876886,0.10942542480541331,0.14974092633608452,4.277573340919834
28,1.1666666666666667,152724.4400923065,117.02091664097857,14.923093438559857,20.78043001276809,35.703523451327946,0.10836932300865777,0.14829572599409274,4.277573340919833
29,1.2083333333333333,148360.7896373043,113.67738907043024,14.496710055298772,20.18669051157528,34.68340056687405,0.10527298921054923,0.1440586129831176,4.277573340919834
30,1.25,141419.2242022284,108.35860479697041,13.818432043378047,19.24218736187991,33.06061940525796,0.10034743344249523,0.13731833955269668,4.277573340919834
31,1.2916666666666667,132372.8,101.42703017912882,12.934482928402675,18.011286892468476,30.94576982087115,0.09392832419022296,0.12853424419828477,4.277573340919834
32,1.3333333333333333,121838.01589007811,93.3550405721427,11.905102381763243,16.57787293617216,28.482975317935402,0.08645311314119512,0.11830494850188106,4.277573340919834
33,1.375,110532.8,84.69272872813458,10.80044098658144,15.039630285283986,25.840071271865426,0.07843122357503263,0.10732756206048504,4.277573340919834
34,1.4166666666666667,99227.58410992191,76.03041688412645,9.695779591399635,13.501387634395812,23.197167225795447,0.07040933400887012,0.096350175619089,4.277573340919834
35,1.4583333333333333,88692.8,67.95842727714032,8.666399044760201,12.067973678099492,20.734372722859693,0.06293412295984227,0.08612087992268527,4.277573340919834
36,1.5,79646.37579777162,61.02685265929872,7.7824499297848275,10.837073208688057,18.619523138472886,0.056515013707569985,0.07733678456827335,4.277573340919834
37,1.5416666666666665,72704.81036269572,55.708068385838914,7.104171917864106,9.89257005899269,16.996741976856796,0.05158945793951601,0.07059651113785247,4.277573340919834
38,1.5833333333333335,68341.1599076935,52.36454081529059,6.677788534603023,9.298830557799882,15.976619092402904,0.048493124141407475,0.06635939812687731,4.277573340919834
39,1.625,66852.8,51.22412582614604,6.5323571029389615,9.096317070914997,15.628674173853959,0.047437022344651913,0.06491419778488551,4.277573340919834
40,1.6666666666666665,68341.1599076935,52.36454081529059,6.677788534603023,9.298830557799882,15.976619092402904,0.048493124141407475,0.06635939812687731,4.277573340919834
41,1.7083333333333335,72704.81036269572,55.708068385838914,7.104171917864106,9.89257005899269,16.996741976856796,0.05158945793951601,0.07059651113785247,4.277573340919834
42,1.75,79646.37579777162,61.02685265929872,7.7824499297848275,10.837073208688057,18.619523138472886,0.056515013707569985,0.07733678456827335,4.277573340919834
43,1.7916666666666665,88692.8,67.95842727714032,8.666399044760201,12.067973678099492,20.734372722859693,0.06293412295984227,0.08612087992268527,4.277573340919834
44,1.8333333333333335,99227.58410992191,76.03041688412645,9.695779591399635,13.501387634395812,23.197167225795447,0.07040933400887012,0.096350175619089,4.277573340919834
45,1.875,110532.8,84.69272872813458,10.80044098658144,15.039630285283986,25.840071271865426,0.07843122357503263,0.10732756206048504,4.277573340919834
